proof_id,domain,theorem_name,verdict,location,explanation,score
7866,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
7867,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
7868,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
7869,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
7870,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
7871,Logic,DeMorgan,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
7872,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
7873,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
7874,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
7875,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
7876,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
7877,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
7878,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
7879,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
7880,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
7881,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
7882,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
7883,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
7884,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
7885,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
7886,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
7887,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
7888,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
7889,Logic,DeMorgan,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
7890,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
7891,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
7892,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
7893,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
7894,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
7895,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
7896,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
7897,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
7898,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
7899,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
7900,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
7901,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
7902,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
7903,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
7904,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
7905,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
7906,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
7907,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
7908,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
7909,Logic,DeMorgan,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
7910,Logic,DeMorgan,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
7911,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
7912,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
7913,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
7914,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
7915,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
7916,Logic,DeMorgan,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
7917,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
7918,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
7919,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
7920,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
7921,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
7922,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
7923,Logic,DeMorgan,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
7924,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
7925,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
7926,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
7927,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
7928,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
7929,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
7930,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
7931,Logic,DeMorgan,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
7932,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
7933,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
7934,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
7935,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
7936,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
7937,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
7938,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
7939,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
7940,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
7941,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
7942,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
7943,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
7944,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
7945,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
7946,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
7947,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
7948,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
7949,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
7950,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
7951,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
7952,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
7953,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
7954,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
7955,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
7956,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
7957,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
7958,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
7959,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
7960,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
7961,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
7962,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
7963,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
7964,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
7965,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
7966,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
7967,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
7968,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
7969,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
7970,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
7971,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
7972,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
7973,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
7974,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
7975,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
7976,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
7977,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
7978,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
7979,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
7980,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
7981,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
7982,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
7983,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
7984,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
7985,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
7986,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
7987,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
7988,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
7989,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
7990,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
7991,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
7992,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
7993,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
7994,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
7995,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
7996,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
7997,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
7998,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
7999,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
8000,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8001,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8002,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
8003,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
8004,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
8005,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8006,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
8007,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8008,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
8009,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8010,Logic,DeMorgan,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
8011,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8012,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8013,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8014,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
8015,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
8016,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8017,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8018,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
8019,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8020,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8021,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
8022,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8023,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8024,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8025,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8026,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
8027,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
8028,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
8029,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
8030,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8031,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
8032,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8033,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8034,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8035,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8036,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
8037,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
8038,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8039,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8040,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
8041,Logic,DeMorgan,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
8042,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
8043,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
8044,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8045,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8046,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8047,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8048,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8049,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8050,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8051,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8052,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
8053,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
8054,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8055,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8056,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
8057,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8058,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8059,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
8060,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
8061,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8062,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8063,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8064,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
8065,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8066,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
8067,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8068,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8069,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
8070,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8071,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
8072,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8073,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8074,Logic,DeMorgan,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
8075,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
8076,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
8077,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8078,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8079,Logic,DeMorgan,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
8080,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
8081,Logic,DeMorgan,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
8082,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
8083,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
8084,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8085,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
8086,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
8087,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8088,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
8089,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8090,Logic,DeMorgan,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
8091,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
8092,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
8093,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8094,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8095,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
8096,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
8097,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
8098,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8099,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
8100,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8101,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
8102,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
8103,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
8104,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
8105,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8106,Logic,DeMorgan,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
8107,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8108,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8109,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
8110,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
8111,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
8112,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
8113,Logic,DeMorgan,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8114,Logic,DeMorgan,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
8115,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
8116,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8117,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8118,Logic,DeMorgan,Invalid,0-0,Detected flaw type: base_case. The error lies between positions 0-0.,0.2
8119,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
8120,NumberTheory,SumFirstN,Invalid,0-0,Detected flaw type: misuse_quantifier. The error lies between positions 0-0.,0.2
8121,SetTheory,SubsetTransitive,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8122,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: illegal_step. The error lies between positions 0-0.,0.2
8123,NumberTheory,IrrationalSqrt2,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
8124,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8125,Logic,DeMorgan,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
8126,Calculus,ContinuityLinear,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8127,Logic,DeMorgan,Invalid,0-0,Detected flaw type: unstated_assumption. The error lies between positions 0-0.,0.2
8128,Calculus,ContinuityLinear,Invalid,0-0,Detected flaw type: circularity. The error lies between positions 0-0.,0.2
8129,Logic,DeMorgan,Invalid,0-0,Detected flaw type: equivocation. The error lies between positions 0-0.,0.2
8130,SetTheory,SubsetTransitive,Invalid,0-0,Detected flaw type: non_sequitur. The error lies between positions 0-0.,0.2
8131,NumberTheory,SumFirstN,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8132,NumberTheory,IrrationalSqrt2,Valid,N/A,All steps are logically consistent with the theorem.,1.0
8133,Logic,DeMorgan,Invalid,0-0,Detected flaw type: division_by_zero. The error lies between positions 0-0.,0.2
